rank,cluster_id,violation_count,center_lat,center_lon,top_violation_types,matched_junction,police_stations
268,99,64,13.121278115625,77.61627777031251,"{'WRONG PARKING': 62, 'PARKING IN A MAIN ROAD': 3, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['Yelahanka']
269,434,64,12.9604302671875,77.6015545125,"{'NO PARKING': 62, 'WRONG PARKING': 2}",BTP172 - Nanjappa Circle,['Ashok Nagar']
270,172,64,12.9740879171875,77.50910381874999,{'NO PARKING': 64},UNCATALOGUED (no official junction tag),['Jnanabharathi']
271,414,63,12.981282758253968,77.64069767365079,"{'WRONG PARKING': 44, 'PARKING IN A MAIN ROAD': 41, 'NO PARKING': 25}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
272,390,63,13.01895457936508,77.5532820984127,"{'WRONG PARKING': 43, 'NO PARKING': 20, 'PARKING IN A MAIN ROAD': 16}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
273,209,62,12.98569883145161,77.58864027661289,"{'WRONG PARKING': 45, 'NO PARKING': 17, 'DEFECTIVE NUMBER PLATE': 4}",BTP035 - Basaweshwara Circle (LH) Junction,"['Cubbon Park', 'High ground']"
274,505,62,13.036456017741935,77.6232846403226,"{'NO PARKING': 54, 'WRONG PARKING': 11, 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC': 2}",UNCATALOGUED (no official junction tag),['K.G. Halli']
275,462,62,13.000439001612902,77.52547722419351,"{'NO PARKING': 61, 'PARKING IN A MAIN ROAD': 28, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),"['Peenya', 'Rajajinagar']"
276,293,62,12.912021859677418,77.6516402483871,"{'NO PARKING': 52, 'WRONG PARKING': 10, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['HSR Layout']
277,251,61,12.875769754590165,77.54382967409836,"{'WRONG PARKING': 33, 'NO PARKING': 28, 'PARKING IN A MAIN ROAD': 12}",UNCATALOGUED (no official junction tag),['Thalagattapura']
278,250,61,13.0126495852459,77.62618688524589,"{'NO PARKING': 55, 'WRONG PARKING': 7, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Banaswadi']
279,62,61,13.05020802622951,77.49450114918031,"{'WRONG PARKING': 61, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),"['Chikkabanavara', 'No Police Station']"
280,204,60,12.983341210000003,77.75207581666668,"{'NO PARKING': 40, 'PARKING IN A MAIN ROAD': 22, 'WRONG PARKING': 22}",UNCATALOGUED (no official junction tag),"['Mahadevapura', 'Whitefield']"
281,356,60,12.920077305000001,77.61039856999999,"{'WRONG PARKING': 60, 'DEFECTIVE NUMBER PLATE': 1}","BTP163 - 16th Main Road, BTM Layout",['Mico Layout']
282,484,59,13.005585435593222,77.5806589881356,"{'NO PARKING': 58, 'PARKING IN A MAIN ROAD': 18, 'PARKING ON FOOTPATH': 1}",UNCATALOGUED (no official junction tag),['Sadashivanagar']
283,320,59,13.0141341220339,77.49207999322033,"{'WRONG PARKING': 58, 'PARKING IN A MAIN ROAD': 1, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
284,177,58,12.983791758448275,77.52904773241379,"{'NO PARKING': 31, 'WRONG PARKING': 27, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
285,270,58,13.010517136206898,77.50644639137933,"{'WRONG PARKING': 31, 'NO PARKING': 28, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Peenya']
286,337,58,12.907724526551725,77.53291333689656,"{'WRONG PARKING': 52, 'PARKING IN A MAIN ROAD': 47, 'NO PARKING': 6}",UNCATALOGUED (no official junction tag),['K.S. Layout']
287,237,58,12.96029068275862,77.5625793637931,"{'PARKING IN A MAIN ROAD': 34, 'WRONG PARKING': 31, 'NO PARKING': 30}","BTP089 - Police Quarters, Sultan Road",['Chamarajpet']
288,625,57,12.939648031578947,77.62544522982458,"{'NO PARKING': 39, 'WRONG PARKING': 18, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),['Adugodi']
289,197,57,12.903278021052632,77.62615465964912,"{'NO PARKING': 40, 'WRONG PARKING': 17}",UNCATALOGUED (no official junction tag),['Madiwala']
290,892,57,12.903519245614035,77.64209047017543,"{'WRONG PARKING': 57, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['HSR Layout']
291,506,56,12.901474275,77.59380956964286,"{'NO PARKING': 55, 'PARKING IN A MAIN ROAD': 1, 'WRONG PARKING': 1}",BTP222 - Delmia Circle,['J.P. Nagar']
292,493,56,13.031957642857142,77.62354723928571,"{'NO PARKING': 50, 'WRONG PARKING': 8, 'PARKING NEAR ROAD CROSSING': 1}",UNCATALOGUED (no official junction tag),['K.G. Halli']
293,66,56,13.0459495125,77.52225810375,"{'NO PARKING': 37, 'WRONG PARKING': 19, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),"['Chikkabanavara', 'Jalahalli', 'Peenya']"
294,244,55,12.876013980000002,77.61664992909091,"{'NO PARKING': 50, 'WRONG PARKING': 5, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Hulimavu']
295,168,55,12.900333872727272,77.58586136545456,"{'NO PARKING': 35, 'WRONG PARKING': 20, 'DEFECTIVE NUMBER PLATE': 4}",UNCATALOGUED (no official junction tag),['J.P. Nagar']
296,512,55,13.042961635636365,77.59051393672729,"{'WRONG PARKING': 37, 'NO PARKING': 26, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),"['Hebbala', 'Kodigehalli']"
297,644,55,13.002264958909093,77.63352422163636,"{'NO PARKING': 51, 'WRONG PARKING': 4, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Banaswadi']
298,688,55,12.999607987272729,77.59683512363637,"{'WRONG PARKING': 51, 'NO PARKING': 4, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),['R.T. Nagar']
299,183,54,12.99130698148148,77.60501594259259,"{'WRONG PARKING': 32, 'NO PARKING': 28, 'PARKING IN A MAIN ROAD': 13}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
300,606,54,12.974054290740737,77.56625997037037,"{'NO PARKING': 41, 'WRONG PARKING': 13, 'PARKING IN A MAIN ROAD': 12}",BTP074 - Leprosy Hospital Junction,['Magadi Road']
301,387,54,12.999781174074073,77.61883589259257,"{'WRONG PARKING': 43, 'NO PARKING': 11}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
302,32,54,12.97668990185185,77.54868783888888,"{'WRONG PARKING': 39, 'NO PARKING': 15, 'DEFECTIVE NUMBER PLATE': 1}",BTP069 - MC Circle,['Magadi Road']
303,419,54,12.999466585185187,77.48873818333333,"{'WRONG PARKING': 52, 'NO PARKING': 2, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
304,88,54,12.914407694999998,77.48129284296296,"{'NO PARKING': 39, 'WRONG PARKING': 16, 'PARKING IN A MAIN ROAD': 7}",UNCATALOGUED (no official junction tag),['Kengeri']
305,856,54,12.958427237037037,77.57167124074074,"{'NO PARKING': 49, 'WRONG PARKING': 5, 'PARKING IN A MAIN ROAD': 4}",BTP105 - Shivasankara Circle,['V.V.Puram (C.Pet)']
306,554,53,12.91150629245283,77.55210757433963,"{'WRONG PARKING': 50, 'PARKING IN A MAIN ROAD': 44, 'PARKING ON FOOTPATH': 6}",UNCATALOGUED (no official junction tag),['K.S. Layout']
307,196,53,12.98545208433962,77.47985274471698,"{'WRONG PARKING': 45, 'NO PARKING': 8, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
308,96,53,12.938114764150946,77.74677093018867,"{'WRONG PARKING': 41, 'PARKING IN A MAIN ROAD': 29, 'NO PARKING': 23}",UNCATALOGUED (no official junction tag),['Whitefield']
309,486,53,12.949184299999999,77.5769217,"{'NO PARKING': 53, 'PARKING ON FOOTPATH': 1}",BTP193 - Vasavi Circle,['V.V.Puram (C.Pet)']
310,101,53,13.121669375471697,77.62283128867925,"{'WRONG PARKING': 51, 'NO PARKING': 2, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Yelahanka']
311,463,52,13.011017573076922,77.58359260384614,"{'WRONG PARKING': 28, 'NO PARKING': 24, 'PARKING IN A MAIN ROAD': 11}",BTP030 - Mekhri Circle,['Sadashivanagar']
312,361,51,13.055675262156864,77.59403692137255,"{'NO PARKING': 46, 'WRONG PARKING': 5, 'PARKING ON FOOTPATH': 3}",UNCATALOGUED (no official junction tag),"['Hebbala', 'Kodigehalli']"
313,607,51,12.969762937254899,77.70042358431373,"{'NO PARKING': 46, 'PARKING IN A MAIN ROAD': 10, 'WRONG PARKING': 6}",UNCATALOGUED (no official junction tag),['HAL Old Airport']
314,24,51,13.026390915686274,77.72059765686274,"{'NO PARKING': 39, 'WRONG PARKING': 12, 'H T V PROHIBITED': 2}",UNCATALOGUED (no official junction tag),['K.R. Pura']
315,157,51,12.906436109215687,77.57355066607843,"{'NO PARKING': 43, 'WRONG PARKING': 9, 'DEFECTIVE NUMBER PLATE': 4}","BTP159 - JP Nagar Metro, ORR","['J.P. Nagar', 'K.S. Layout']"
316,376,50,12.879861237000002,77.5455716626,"{'WRONG PARKING': 27, 'NO PARKING': 23, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Thalagattapura']
317,292,50,13.050340854000002,77.507753904,"{'WRONG PARKING': 27, 'NO PARKING': 23, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Chikkabanavara']
318,141,50,12.917046514000003,77.50018437,"{'NO PARKING': 43, 'WRONG PARKING': 7, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Kengeri']
319,218,50,12.96057009,77.571253448,"{'NO PARKING': 44, 'WRONG PARKING': 6, 'DEFECTIVE NUMBER PLATE': 5}",BTP212 - Minto Junction,['V.V.Puram (C.Pet)']
320,628,49,12.992393253061223,77.65972347959185,{'NO PARKING': 49},UNCATALOGUED (no official junction tag),['Banaswadi']
321,225,49,12.835640155102038,77.67915555918367,"{'WRONG PARKING': 38, 'PARKING ON FOOTPATH': 34, 'NO PARKING': 14}",UNCATALOGUED (no official junction tag),['Electronic City']
322,355,48,12.9669280875,77.54731004166668,"{'NO PARKING': 28, 'WRONG PARKING': 20, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),['Magadi Road']
323,332,48,12.940300520833333,77.60918805208334,"{'NO PARKING': 36, 'WRONG PARKING': 13, 'PARKING IN A MAIN ROAD': 1}",BTP133 - Adugodi Junction,['Adugodi']
324,520,48,12.857558238333334,77.5889923875,"{'NO PARKING': 27, 'WRONG PARKING': 21}",UNCATALOGUED (no official junction tag),"['Hulimavu', 'Thalagattapura']"
325,223,48,12.862486331250002,77.53029814791667,"{'NO PARKING': 24, 'WRONG PARKING': 24, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Thalagattapura']
326,743,48,13.029096214583333,77.58095502708333,"{'WRONG PARKING': 48, 'DEFECTIVE NUMBER PLATE': 6}",UNCATALOGUED (no official junction tag),['Kodigehalli']
327,386,48,12.893837593750002,77.56780152708333,"{'NO PARKING': 48, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['K.S. Layout']
328,471,47,13.08170951489362,77.5482151455319,"{'NO PARKING': 31, 'WRONG PARKING': 18, 'PARKING IN A MAIN ROAD': 6}",UNCATALOGUED (no official junction tag),['Yelahanka']
329,795,47,12.938466719148938,77.53353441276596,"{'WRONG PARKING': 38, 'NO PARKING': 12, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),"['Banashankari', 'Byatarayanapura']"
330,657,47,12.87296230489362,77.5942337574468,"{'WRONG PARKING': 42, 'NO PARKING': 5}",UNCATALOGUED (no official junction tag),"['Hulimavu', 'J.P. Nagar']"
331,303,46,13.035906317391303,77.57499781739132,"{'WRONG PARKING': 46, 'PARKING IN A MAIN ROAD': 1, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Kodigehalli']
332,447,46,13.058679210869563,77.46644304565217,"{'WRONG PARKING': 44, 'NO PARKING': 2, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),"['Chikkabanavara', 'No Police Station']"
333,306,46,12.931521104347826,77.59255009565217,"{'WRONG PARKING': 46, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),"['Jayanagara', 'Wilson Garden']"
334,940,45,12.884171226222225,77.598039842,"{'WRONG PARKING': 44, 'DEFECTIVE NUMBER PLATE': 1, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Hulimavu']
335,100,45,12.946137684444443,77.56706985777777,"{'WRONG PARKING': 39, 'NO PARKING': 6}",BTP215 - Vanivillas Junction,['Basavanagudi']
336,397,45,12.90151442222222,77.66046322222223,"{'WRONG PARKING': 41, 'NO PARKING': 4, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),"['Bellandur', 'HSR Layout']"
337,84,45,12.96681809333333,77.56811821777778,"{'NO PARKING': 41, 'WRONG PARKING': 4, 'PARKING IN A MAIN ROAD': 2}",BTP085 - Briyand Circle,['Chamarajpet']
338,647,45,12.955760593333334,77.71843221111112,"{'WRONG PARKING': 40, 'PARKING ON FOOTPATH': 19, 'NO PARKING': 17}",UNCATALOGUED (no official junction tag),['Whitefield']
339,623,44,13.000598790909088,77.61490079772727,"{'NO PARKING': 27, 'WRONG PARKING': 18}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
340,319,44,12.914912509772726,77.6323279134091,"{'NO PARKING': 42, 'WRONG PARKING': 2, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['HSR Layout']
341,404,44,13.047343095454545,77.54256532272726,"{'NO PARKING': 44, 'WRONG PARKING': 37, 'PARKING IN A MAIN ROAD': 26}",UNCATALOGUED (no official junction tag),['Jalahalli']
342,144,44,13.098310604545457,77.58460034090909,"{'WRONG PARKING': 30, 'NO PARKING': 14, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Yelahanka']
343,532,44,12.883520609318184,77.7522562034091,"{'WRONG PARKING': 39, 'NO PARKING': 20, 'PARKING IN A MAIN ROAD': 10}",UNCATALOGUED (no official junction tag),['No Police Station']
344,328,43,13.184104827906975,77.68920506976744,"{'WRONG PARKING': 42, 'DEFECTIVE NUMBER PLATE': 2, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Chikkajala']
345,695,43,12.960415041860463,77.57991715348838,{'WRONG PARKING': 43},BTP167 - JC Road Junction,['City Market']
346,202,43,12.978534355813956,77.54903821395348,"{'WRONG PARKING': 29, 'NO PARKING': 14}",BTP069 - MC Circle,['Magadi Road']
347,235,43,12.911400238139537,77.48034536581396,"{'NO PARKING': 43, 'PARKING IN A MAIN ROAD': 9, 'PARKING ON FOOTPATH': 2}",UNCATALOGUED (no official junction tag),['Kengeri']
348,635,42,13.035771123809521,77.7354163047619,"{'NO PARKING': 38, 'PARKING NEAR ROAD CROSSING': 24, 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC': 21}",UNCATALOGUED (no official junction tag),['K.R. Pura']
349,283,42,12.963040078571428,77.55961976428571,"{'NO PARKING': 40, 'PARKING IN A MAIN ROAD': 13, 'WRONG PARKING': 2}",BTP091 - Sirsi Circle,['Magadi Road']
350,445,42,12.926983466666668,77.59705455238097,"{'NO PARKING': 38, 'PARKING IN A MAIN ROAD': 29, 'WRONG PARKING': 28}","BTP127 - Sagar Hospital, Jayanagar",['Jayanagara']
351,260,42,12.904178345238098,77.67595361190476,"{'NO PARKING': 24, 'WRONG PARKING': 18, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Bellandur']
352,340,41,13.009039814634146,77.75885258536586,"{'NO PARKING': 38, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Mahadevapura']
353,728,41,13.022855304878046,77.56295304878049,"{'WRONG PARKING': 41, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),"['Sadashivanagar', 'Yeshwanthpura']"
354,501,41,13.019527296585366,77.7087790197561,"{'WRONG PARKING': 22, 'NO PARKING': 19}",UNCATALOGUED (no official junction tag),['K.R. Pura']
355,632,41,13.068791895121954,77.62598008048782,"{'NO PARKING': 41, 'PARKING ON FOOTPATH': 2, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Hennuru']
356,781,41,13.116820112195123,77.57796271707318,"{'NO PARKING': 34, 'WRONG PARKING': 7}",UNCATALOGUED (no official junction tag),['Yelahanka']
357,405,41,13.049045014634144,77.54332972439025,"{'NO PARKING': 39, 'WRONG PARKING': 38, 'PARKING ON FOOTPATH': 18}",UNCATALOGUED (no official junction tag),['Jalahalli']
358,725,40,13.066943882499999,77.59423513249999,"{'NO PARKING': 39, 'DEFECTIVE NUMBER PLATE': 2, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Hebbala']
359,449,40,13.0320097375,77.5638479925,"{'WRONG PARKING': 38, 'NO PARKING': 2, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),"['Sadashivanagar', 'Yeshwanthpura']"
360,663,40,12.983959953749999,77.6406421625,"{'WRONG PARKING': 37, 'PARKING ON FOOTPATH': 21, 'NO PARKING': 16}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
361,299,39,12.993555853846155,77.5955704794872,"{'WRONG PARKING': 23, 'NO PARKING': 16, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),['High ground']
362,456,39,12.988670456410258,77.55895241794873,"{'WRONG PARKING': 22, 'NO PARKING': 17}","BTP015 - Suguna Hospital, Dr. Rajkumar Road",['Rajajinagar']
363,579,39,12.983693674358975,77.70825073846154,"{'WRONG PARKING': 29, 'NO PARKING': 10, 'PARKING IN A MAIN ROAD': 5}",UNCATALOGUED (no official junction tag),['Mahadevapura']
364,452,39,13.060786964102565,77.46124334102562,"{'WRONG PARKING': 32, 'NO PARKING': 7, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),"['Chikkabanavara', 'No Police Station']"
365,508,38,12.874187284210526,77.5408085368421,"{'WRONG PARKING': 20, 'NO PARKING': 18, 'PARKING IN A MAIN ROAD': 6}",UNCATALOGUED (no official junction tag),['Thalagattapura']
366,478,38,12.943615163157892,77.58520911578947,"{'NO PARKING': 27, 'WRONG PARKING': 14, 'PARKING IN A MAIN ROAD': 10}",BTP185 - RV Teachers College,['Wilson Garden']
367,193,38,12.973125818421053,77.60026603684211,"{'NO PARKING': 34, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Cubbon Park']
368,417,37,12.968809913513514,77.56795945135134,"{'NO PARKING': 23, 'WRONG PARKING': 22, 'PARKING IN A MAIN ROAD': 14}",UNCATALOGUED (no official junction tag),['Chamarajpet']
369,430,37,12.937313556756756,77.61072981351353,"{'WRONG PARKING': 23, 'NO PARKING': 14}",BTP136 - Hosur-Tavarkere Road Junction,['Adugodi']
370,719,37,13.054570262162164,77.76291615135135,"{'NO PARKING': 21, 'WRONG PARKING': 16, 'DEFECTIVE NUMBER PLATE': 4}",UNCATALOGUED (no official junction tag),['K.R. Pura']
371,333,37,12.869316083783781,77.53679158108108,"{'WRONG PARKING': 28, 'NO PARKING': 9, 'PARKING IN A MAIN ROAD': 9}",UNCATALOGUED (no official junction tag),['Thalagattapura']
372,553,37,13.041956794594595,77.61362946216215,"{'WRONG PARKING': 29, 'PARKING IN A MAIN ROAD': 11, 'NO PARKING': 10}",UNCATALOGUED (no official junction tag),"['Hebbala', 'Hennuru', 'K.G. Halli']"
373,649,37,12.985535972972974,77.70824352972973,"{'WRONG PARKING': 30, 'PARKING IN A MAIN ROAD': 16, 'NO PARKING': 15}",UNCATALOGUED (no official junction tag),['Mahadevapura']
374,588,37,12.989260052972975,77.71211272054053,"{'WRONG PARKING': 29, 'NO PARKING': 11, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Mahadevapura']
375,689,36,12.937314608333333,77.49263318333333,"{'WRONG PARKING': 19, 'NO PARKING': 17}",UNCATALOGUED (no official junction tag),"['Jnanabharathi', 'Kengeri']"
376,166,36,12.871795461111113,77.53901489999998,"{'WRONG PARKING': 26, 'NO PARKING': 10, 'PARKING IN A MAIN ROAD': 4}",UNCATALOGUED (no official junction tag),['Thalagattapura']
377,285,36,13.033178061111112,77.53411543888889,"{'WRONG PARKING': 29, 'NO PARKING': 7, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
378,294,36,12.923433334722223,77.58351215638888,"{'NO PARKING': 24, 'WRONG PARKING': 12}","BTP190 - 36th Cross, 4th Main, Jayanagar",['Jayanagara']
379,655,35,13.032932174285715,77.62725546571428,"{'NO PARKING': 35, 'PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS': 1}",UNCATALOGUED (no official junction tag),['K.G. Halli']
380,794,35,12.927163040000002,77.62098848857143,"{'WRONG PARKING': 32, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),"['Adugodi', 'Madiwala']"
381,943,35,12.948433782857144,77.5722933257143,{'NO PARKING': 35},BTP107 - National College Junction,"['Basavanagudi', 'V.V.Puram (C.Pet)']"
382,321,35,12.967158971428574,77.60886024857143,"{'NO PARKING': 28, 'WRONG PARKING': 7}",BTP141 - Palmgroove Junction,['Ashok Nagar']
383,111,35,13.02840585257143,77.56187327542858,"{'NO PARKING': 23, 'WRONG PARKING': 12, 'PARKING IN A MAIN ROAD': 8}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
384,195,35,12.959031797142858,77.57919711999999,{'WRONG PARKING': 35},BTP167 - JC Road Junction,['City Market']
385,517,35,12.945327942857142,77.57998062000001,"{'NO PARKING': 24, 'WRONG PARKING': 11}",BTP185 - RV Teachers College,"['Basavanagudi', 'Wilson Garden']"
386,427,35,13.007972014285714,77.61293515142857,"{'NO PARKING': 26, 'WRONG PARKING': 9, 'PARKING IN A MAIN ROAD': 6}",UNCATALOGUED (no official junction tag),['K.G. Halli']
387,357,35,12.971376737142855,77.61505283714287,"{'WRONG PARKING': 26, 'NO PARKING': 9, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Halasur']
388,110,34,12.91080872647059,77.58761615588234,"{'NO PARKING': 22, 'WRONG PARKING': 12, 'PARKING IN A MAIN ROAD': 3}","BTP197 - 9th Cross, 24th Main, JP Nagar",['J.P. Nagar']
389,509,34,12.992625529411765,77.65172671764707,"{'NO PARKING': 33, 'PARKING IN A MAIN ROAD': 8, 'DEFECTIVE NUMBER PLATE': 4}",UNCATALOGUED (no official junction tag),['Banaswadi']
390,580,34,12.942307411764705,77.54839280588236,"{'WRONG PARKING': 30, 'PARKING IN A MAIN ROAD': 14, 'NO PARKING': 6}",UNCATALOGUED (no official junction tag),['Banashankari']
391,904,34,13.050052247058822,77.63023111764706,{'NO PARKING': 34},UNCATALOGUED (no official junction tag),['Hennuru']
392,347,33,13.011880048484848,77.56904585151516,"{'WRONG PARKING': 23, 'NO PARKING': 12, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),"['Malleshwaram', 'Sadashivanagar']"
393,259,33,12.984339451515151,77.58222056969697,"{'WRONG PARKING': 21, 'NO PARKING': 12, 'PARKING IN A MAIN ROAD': 2}",BTP053 - Three Let Junction,['High ground']
394,97,33,13.119968190909091,77.61001352424243,"{'WRONG PARKING': 33, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Yelahanka']
395,228,33,12.941575703030303,77.58514763030303,"{'NO PARKING': 27, 'WRONG PARKING': 6, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),['Wilson Garden']
396,233,33,12.986944266666667,77.52045529696971,"{'NO PARKING': 32, 'DEFECTIVE NUMBER PLATE': 6, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
397,343,33,12.994968087878789,77.6540693090909,"{'NO PARKING': 32, 'PARKING IN A MAIN ROAD': 28, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),['Banaswadi']
398,432,33,12.90730733939394,77.63518753636365,"{'WRONG PARKING': 28, 'NO PARKING': 5, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),['HSR Layout']
399,407,33,12.931645924242423,77.62313036060607,"{'WRONG PARKING': 25, 'NO PARKING': 8, 'PARKING ON FOOTPATH': 1}",UNCATALOGUED (no official junction tag),['Adugodi']
400,254,32,12.974630778125,77.59673341875,"{'WRONG PARKING': 22, 'NO PARKING': 10, 'PARKING IN A MAIN ROAD': 1}",BTP063 - Siddalingaiah Circle,['Cubbon Park']
401,436,32,12.883303375,77.54888608125,"{'NO PARKING': 28, 'WRONG PARKING': 4, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Thalagattapura']
402,421,32,13.0356714821875,77.51397650749999,"{'NO PARKING': 30, 'DEFECTIVE NUMBER PLATE': 3, 'PARKING ON FOOTPATH': 3}",UNCATALOGUED (no official junction tag),['Peenya']
403,206,32,12.924040259375001,77.60951657499999,"{'WRONG PARKING': 32, 'PARKING IN A MAIN ROAD': 30, 'PARKING ON FOOTPATH': 2}",UNCATALOGUED (no official junction tag),"['Madiwala', 'Mico Layout']"
404,515,32,12.948908465625,77.5361492875,"{'NO PARKING': 24, 'PARKING IN A MAIN ROAD': 17, 'WRONG PARKING': 8}",UNCATALOGUED (no official junction tag),['Byatarayanapura']
405,385,32,12.957996009687502,77.56944398249999,"{'NO PARKING': 27, 'WRONG PARKING': 6}",BTP217 - Baleyele Junction,['V.V.Puram (C.Pet)']
406,676,32,12.948593890625,77.62754140625,"{'WRONG PARKING': 31, 'NO PARKING': 2, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Ashok Nagar']
407,47,32,13.02110255625,77.528462209375,"{'WRONG PARKING': 23, 'NO PARKING': 9, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),"['Rajajinagar', 'Yeshwanthpura']"
408,261,32,13.045772,77.54876081875,"{'WRONG PARKING': 32, 'NO PARKING': 32, 'PARKING ON FOOTPATH': 20}",UNCATALOGUED (no official junction tag),['Jalahalli']
409,18,32,12.92444196875,77.649993484375,"{'NO PARKING': 30, 'DEFECTIVE NUMBER PLATE': 3, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),"['HAL Old Airport', 'HSR Layout']"
410,312,32,13.053673196875,77.761894765625,"{'WRONG PARKING': 20, 'NO PARKING': 13, 'PARKING IN A MAIN ROAD': 12}",UNCATALOGUED (no official junction tag),['K.R. Pura']
411,998,32,13.0059965875,77.620648321875,"{'WRONG PARKING': 24, 'DOUBLE PARKING': 15, 'NO PARKING': 12}",UNCATALOGUED (no official junction tag),"['K.G. Halli', 'Pulikeshinagar(F.Town)']"
412,771,31,12.920895667741933,77.6006449032258,"{'NO PARKING': 31, 'PARKING IN A MAIN ROAD': 3, 'DEFECTIVE NUMBER PLATE': 1}",BTP128 - Gorappanapalya Junction,['Mico Layout']
